Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,,,,,,,,,,,,,
Warm All,-0.001866593,0.002482946,0.998135148,0.99328945,1.003004,-0.04691471,0.03133377,0.995319517,0.989225575,1.001451,0.000287105,0.000770195,1.003681705,0.984474081,1.023264,-0.000439641,0.000343725,0.997146413,0.992789399,1.001523,,0.998135148,0.99328945,1.003004486,0.995319517,0.989225575,1.001451,1.003681705,0.984474081,1.02326408,0.997146413,0.992789399,1.001522548
Warm Female,-0.004863454,0.002994353,0.995148353,0.989325001,1.001006,-0.07878257,0.03786957,0.992152695,0.984815768,0.999544283,0.00034564,0.001005723,1.004433993,0.979407593,1.0301,-0.000918809,0.000415219,0.99404554,0.988801032,0.999318,,0.995148353,0.989325001,1.001005984,0.992152695,0.984815768,0.999544283,1.004433993,0.979407593,1.030099882,0.99404554,0.988801032,0.999317864
Warm Male,0.000511579,0.002889053,1.00051171,0.994862279,1.006193,-0.02170616,0.03646185,0.997831738,0.990726131,1.004988307,0.000334654,0.001009349,1.004292759,0.979180799,1.030049,-6.14E-05,0.000399422,0.999601288,0.994527601,1.004701,,1.00051171,0.994862279,1.006193222,0.997831738,0.990726131,1.004988307,1.004292759,0.979180799,1.030048737,0.99960098,0.994527294,1.004700549
Cold All,0.00296,0.00348747,1.002964385,0.996132059,1.009844,0.05008547,0.02527863,1.005021111,1.000053937,1.010012956,0.000444165,0.001014545,1.005701504,0.980426505,1.031628,-0.000146418,0.000383975,0.999048736,0.994173482,1.003948,,1.002964385,0.996132059,1.009843574,1.005021111,1.000053937,1.010012956,1.005701504,0.980426505,1.031628083,0.999048736,0.994173482,1.003947897
Cold Female,0.006648915,0.004458905,1.006671068,0.997911645,1.015507,0.07087531,0.03233621,1.007112707,1.000749915,1.013515954,0.000566521,0.001254816,1.007277824,0.976061819,1.039492,2.00E-05,0.000491513,1.000129912,0.99388679,1.006412,,1.006671068,0.997911645,1.015507379,1.007112707,1.000749915,1.013515954,1.007277824,0.976061819,1.039492167,1.000130008,0.993886886,1.006412347
Cold Male,-0.000225755,0.003749822,0.99977427,0.992453215,1.007149,0.03224268,0.02719052,1.003229472,0.99789714,1.008590297,0.000478719,0.001282658,1.006146415,0.974284698,1.03905,-0.000291149,0.000412514,0.998109321,0.992877589,1.003369,,0.99977427,0.992453215,1.007149331,1.003229472,0.99789714,1.008590297,1.006146415,0.974284698,1.039050097,0.998109321,0.992877589,1.003368621
Age 0-10 All,0.004274627,0.004143461,1.004283776,0.996160832,1.012473,-0.01213355,0.03976603,0.998787381,0.991032949,1.006602488,0.000493552,0.001078811,1.006337463,0.979466009,1.033946,-0.000470315,0.000521586,0.996947621,0.99034486,1.003594,,1.004283776,0.996160832,1.012472957,0.998787381,0.991032949,1.006602488,1.006337463,0.979466009,1.03394613,0.996947621,0.99034486,1.003594403
Age 0-10 Female,0.004487283,0.005751838,1.004497366,0.993236656,1.015886,-0.002707097,0.055222621,0.999729327,0.988966972,1.010608803,6.85E-04,0.00149508,1.008803285,0.971665368,1.047361,-0.000659936,0.000724055,0.995719603,0.98657686,1.004947,,1.004497366,0.993236656,1.015885743,0.999729327,0.988966972,1.010608803,1.008806552,0.971668515,1.047364037,0.995719603,0.98657686,1.004947073
Age 0-10 Male,0.004117169,0.005063126,1.004125656,0.994210268,1.01414,-0.01913286,0.04858157,0.998088543,0.988629861,1.007637721,0.000603391,0.001323257,1.007753307,0.97484727,1.04177,-0.000335062,0.000637351,0.997824467,0.989755086,1.00596,,1.004125656,0.994210268,1.014139932,0.998088543,0.988629861,1.007637721,1.007753307,0.97484727,1.04177009,0.997824467,0.989755086,1.005959637
Age 11-60 All,0.000723432,0.0022294,1.000723694,0.996360447,1.005106,0.01600346,0.0208538,1.001601627,0.997516091,1.005703896,0.00026613,0.000754668,1.003412273,0.98459327,1.022591,-0.000161903,0.000278096,0.998948184,0.99541523,1.002494,,1.000723694,0.996360447,1.005106048,1.001601627,0.997516091,1.005703896,1.003412273,0.98459327,1.022590972,0.998948184,0.99541523,1.002493678
Age 11-60 Female,0.001148804,0.002983766,1.001149464,0.995311647,1.007022,0.02812297,0.02777749,1.002816255,0.99737137,1.008290865,0.000355088,0.000972296,1.004555471,0.980347836,1.029361,-2.28E-04,0.000371721,0.998519695,0.993802159,1.00326,,1.001149464,0.995311647,1.007021521,1.002816255,0.99737137,1.008290865,1.004555471,0.980347836,1.029360863,0.998519098,0.993801565,1.003259025
Age 11-60 Male,0.000404796,0.002501157,1.000404878,0.995512627,1.005321,0.007323865,0.023507549,1.000732655,0.996132405,1.005354149,0.000299221,0.001020179,1.003837373,0.97847091,1.029861,-0.000116326,0.000312284,0.999244167,0.995276573,1.003228,,1.000404878,0.995512627,1.005321171,1.000732655,0.996132405,1.005354149,1.003837373,0.97847091,1.029861451,0.999244167,0.995276573,1.003227577
Age 60+All,-0.00039565,0.003468656,0.999604428,0.992831601,1.006423,0.03034304,0.03223589,1.003038912,0.996721456,1.00939641,0.00041175,0.001340127,1.005284313,0.972047404,1.039658,-0.000783406,0.000432596,0.994920804,0.989452606,1.000419,,0.999604428,0.992831601,1.006423458,1.003038912,0.996721456,1.00939641,1.005284313,0.972047404,1.039657681,0.994920804,0.989452606,1.000419222
Age 60+ Female,-0.001016222,0.004123843,0.998984294,0.990942316,1.007092,0.01190113,0.0382563,1.001190821,0.993711733,1.008726201,0.000490334,0.001736601,1.006296012,0.963395197,1.051107,-0.000870267,0.000514144,0.994359234,0.987867272,1.000894,,0.998984294,0.990942316,1.007091537,1.001190821,0.993711733,1.008726201,1.006296012,0.963395197,1.051107238,0.994359234,0.987867272,1.000893858
Age 60+ Male,0.000557123,0.004787181,1.000557278,0.991213081,1.00999,0.05907158,0.04459964,1.00592464,0.997169642,1.014756505,0.000566797,0.002012543,1.007281383,0.957685659,1.059446,-0.000650091,0.000597602,0.995783324,0.988230765,1.003394,,1.000557278,0.991213081,1.009989564,1.00592464,0.997169642,1.014756505,1.007281383,0.957685659,1.059445524,0.995783324,0.988230765,1.003393603
All: LAG 12,-0.000166408,0.002079631,0.999833606,0.995766502,1.003917,0.00140208,0.01955379,1.000140218,0.996314473,1.003980653,0.00024749,0.000613135,1.003172895,0.987859835,1.018723,-2.74E-04,0.000259297,0.998220799,0.994928674,1.001524,,0.999833606,0.995766502,1.003917321,1.000140218,0.996314473,1.003980653,1.003172895,0.987859835,1.018723327,0.998220585,0.99492846,1.001523603
Female,0.001159076,0.002601476,1.001159748,0.996067934,1.006278,0.01570811,0.02432062,1.001572045,0.996809071,1.006357778,0.000309154,0.000779962,1.003965011,0.984510697,1.023804,-0.000183306,0.000324068,0.998809221,0.994694011,1.002941,,1.001159748,0.996067934,1.006277591,1.001572045,0.996809071,1.006357778,1.003965011,0.984510697,1.02380375,0.998809221,0.994694011,1.002941455
Male,-0.001271822,0.002307107,0.998728986,0.994223,1.003255,-0.01067284,0.02179819,0.998933285,0.994674502,1.003210303,0.000274895,0.00078724,1.003524854,0.983899402,1.023542,-3.50E-04,0.000287906,0.997726697,0.994073817,1.001393,,0.998728986,0.994223,1.003255395,0.998933285,0.994674502,1.003210303,1.003524854,0.983899402,1.023541767,0.997727586,0.994074702,1.001393893
Warm All,-0.002951344,0.002502348,0.997053007,0.992174831,1.001955,-0.087855691,0.03176801,0.991252911,0.985100021,0.997444232,0.000287328,0.000763643,1.00368457,0.984638729,1.023099,-0.000433465,0.000346126,0.997186443,0.992798885,1.001593,,0.997053007,0.992174831,1.001955167,0.991252911,0.985100021,0.997444232,1.00368457,0.984638729,1.023098813,0.997186443,0.992798885,1.001593391
Warm Female,-0.005224146,0.003015627,0.994789476,0.988926987,1.000687,-0.120819289,0.03827724,0.987990765,0.980606258,0.99543088,0.000345445,0.000998827,1.004431486,0.979574607,1.029919,-0.000849738,0.000418206,0.994491928,0.989207421,0.999805,,0.994789476,0.988926987,1.000686719,0.987990765,0.980606258,0.99543088,1.004431486,0.979574607,1.029919113,0.994491928,0.989207421,0.999804667
Warm Male,-0.001160033,0.002906939,0.99884064,0.993165826,1.004548,-0.06200261,0.03694734,0.993818921,0.986648,1.00104196,0.000334421,0.000999604,1.004289764,0.9794173,1.029794,-0.000107169,0.000401207,0.999303644,0.994208858,1.004425,,0.99884064,0.993165826,1.004547878,0.993818921,0.986648,1.00104196,1.004289764,0.9794173,1.029793868,0.999303644,0.994208858,1.004424538
Cold All,0.00284892,0.003495821,1.002852982,0.996005112,1.009748,0.04665484,0.02538801,1.004676384,0.999689482,1.009688163,0.00044648,0.001011769,1.005731305,0.980523843,1.031587,-7.46E-05,0.000384457,0.999515468,0.994631829,1.004423,,1.002852982,0.996005112,1.009747934,1.004676384,0.999689482,1.009688163,1.005731305,0.980523843,1.031586806,0.999515218,0.99463158,1.004422834
Cold Female,0.008478564,0.00446327,1.008514609,0.999730591,1.017376,0.07897289,0.03243134,1.007928555,1.001541934,1.014355902,0.000569873,0.001257093,1.007321043,0.97604794,1.039596,0.000432503,0.000491234,1.002815225,0.996558883,1.009111,,1.008514609,0.999730591,1.017375806,1.007928555,1.001541934,1.014355902,1.007321043,0.97604794,1.039596153,1.002815225,0.996558883,1.009110844
Cold Male,-0.00204226,0.003749585,0.997959824,0.990652515,1.005321,0.01882611,0.02724861,1.001884384,0.996547856,1.00724949,0.000479525,0.001278257,1.006156796,0.974402329,1.038946,-0.000514194,0.000412109,0.996663318,0.991444281,1.00191,,0.997959824,0.990652515,1.005321033,1.001884384,0.996547856,1.00724949,1.006156796,0.974402329,1.038946098,0.996663318,0.991444281,1.001909829
Age 0-10 All,0.000237533,0.004155848,1.000237561,0.992123256,1.008418,-0.03671103,0.04010507,0.996335627,0.988534538,1.004198279,0.00049296,0.001076131,1.006329837,0.979524444,1.033869,-0.000759919,0.000523078,0.995072706,0.988463574,1.001726,,1.000237561,0.992123256,1.008418231,0.996335627,0.988534538,1.004198279,1.006329837,0.979524444,1.03386878,0.995072706,0.988463574,1.001726028
Age 0-10 Female,-0.003650737,0.005763564,0.996355919,0.985163834,1.007675,-0.06916534,0.0557258,0.99310733,0.982319379,1.004013756,0.000683396,0.001491207,1.00878584,0.971742981,1.047241,-0.001253098,0.000726178,0.991887945,0.982753803,1.001107,,0.996355919,0.985163834,1.007675153,0.99310733,0.982319379,1.004013756,1.00878584,0.971742981,1.047240773,0.991887945,0.982753803,1.001106983
Age 0-10 Male,0.003033622,0.005078792,1.003038228,0.993103083,1.013073,-0.01354917,0.04894018,0.998646,0.98911251,1.008271379,0.000602926,0.00131995,1.007747309,0.974922349,1.041677,-0.00040701,0.000638953,0.997357931,0.989272132,1.00551,,1.003038228,0.993103083,1.013072765,0.998646,0.98911251,1.008271379,1.007747309,0.974922349,1.041677462,0.997357931,0.989272132,1.00550982
Age 11-60 All,0.000538035,0.002233163,1.00053818,0.996168395,1.004927,0.00807192,0.02095597,1.000807518,0.996705261,1.004926658,0.000266346,0.000751626,1.003415047,0.984671137,1.022516,-0.000122488,0.000278105,0.999204145,0.995670171,1.002751,,1.00053818,0.996168395,1.004927133,1.000807518,0.996705261,1.004926658,1.003415047,0.984671137,1.02251576,0.999204145,0.995670171,1.002750662
Age 11-60 Female,0.002106074,0.002987143,1.002108293,0.996258291,1.007993,0.03073255,0.02783897,1.003077982,0.997619654,1.008566175,0.000355544,0.000972804,1.004561335,0.980341064,1.02938,3.63E-05,0.000371589,1.000236227,0.995512255,1.004983,,1.002108293,0.996258291,1.007992646,1.003077982,0.997619654,1.008566175,1.004561335,0.980341064,1.02937999,1.000235978,0.995512007,1.004982365
Age 11-60 Male,-0.000598689,0.002503944,0.99940149,0.994508713,1.004318,-0.008361817,0.023620571,0.999164168,0.994549097,1.003800654,0.000299026,0.001013326,1.003834867,0.978636708,1.029682,-0.000237861,0.000312071,0.998455098,0.994493337,1.002433,,0.99940149,0.994508713,1.004318339,0.999164168,0.994549097,1.003800654,1.003834867,0.978636708,1.029681834,0.998455098,0.994493337,1.002432642
Age 60+All,-0.003007393,0.003468595,0.996997125,0.990242081,1.003798,-0.000191849,0.03229061,0.999980815,0.993671962,1.006329723,0.00041012,0.001330511,1.005263339,0.97226165,1.039385,-0.00051488,0.00043198,0.996658874,0.991188902,1.002159,,0.996997125,0.990242081,1.003798248,0.999980815,0.993671962,1.006329723,1.005263339,0.97226165,1.039385212,0.996658874,0.991188902,1.002159033
Age 60+ Female,0.000834055,0.004124504,1.000834403,0.992776245,1.008958,0.01275735,0.03823696,1.001276549,0.993800587,1.00880875,0.000488216,0.00172795,1.006268732,0.963578188,1.050851,-0.000267301,0.000512987,0.998264052,0.991761215,1.00481,,1.000834403,0.992776245,1.008957967,1.001276549,0.993800587,1.00880875,1.006268732,0.963578188,1.050850645,0.998264052,0.991761215,1.004809527
Age 60+ Male,-0.008922099,0.004789239,0.991117585,0.981857584,1.000465,-0.02089054,0.0448829,0.997913127,0.989172937,1.006730543,5.65E-04,0.001991036,1.007264209,0.958186198,1.058856,-0.000899524,0.000597929,0.994170154,0.98662572,1.001772,,0.991117585,0.981857584,1.000464917,0.997913127,0.989172937,1.006730543,1.007258214,0.958180494,1.05884968,0.994170154,0.98662572,1.001772278
All: LAG 13,-0.003382255,0.00208419,0.996623458,0.992560543,1.000703,-0.02484655,0.0194899,0.997518429,0.993715157,1.001336257,0.000247528,0.000613331,1.003173383,0.987855458,1.018729,-0.000610215,0.00025944,0.996041458,0.992754711,0.999339,,0.996623458,0.992560543,1.000703004,0.997518429,0.993715157,1.001336257,1.003173383,0.987855458,1.018728832,0.996041458,0.992754711,0.999339087
Female,-0.003504602,0.002604572,0.996501532,0.991427393,1.001602,-0.03415891,0.02423485,0.996589937,0.991867329,1.00133503,0.000308367,0.000777862,1.003954898,0.984552649,1.023739,-0.000754413,0.000324083,0.995108319,0.991008169,0.999225,,0.996501532,0.991427393,1.00160164,0.996589937,0.991867329,1.00133503,1.003954898,0.984552649,1.0237395,0.995108319,0.991008169,0.999225433
Male,-0.003282927,0.002314709,0.996722456,0.992210738,1.001255,-0.01712902,0.02173427,0.998288564,0.994044983,1.002550261,0.000275531,0.000789926,1.003533023,0.983841112,1.023619,-0.000491961,0.000288294,0.996807361,0.993152937,1.000475,,0.996722456,0.992210738,1.001254689,0.998288564,0.994044983,1.002550261,1.003533023,0.983841112,1.023619075,0.996807361,0.993152937,1.000475232
Warm All,-0.004959873,0.002517975,0.995052407,0.990153691,0.999975,-0.111095093,0.031544953,0.988951973,0.982856334,0.995085418,0.000289832,0.000768711,1.00371674,0.9845451,1.023262,-0.000849849,0.00034664,0.994491211,0.990109029,0.998893,,0.995052407,0.990153691,0.999975358,0.988951973,0.982856334,0.995085418,1.00371674,0.9845451,1.023261701,0.994491211,0.990109029,0.998892789
Warm Female,-0.007705861,0.00302806,0.992323753,0.986451756,0.998231,-0.134053367,0.037954187,0.986684115,0.979371385,0.994051447,0.000347407,0.001000367,1.004456711,0.979561362,1.029985,-0.001281211,0.00041785,0.991706709,0.986441476,0.997,,0.992323753,0.986451756,0.998230704,0.986684115,0.979371385,0.994051447,1.004456711,0.979561362,1.029984771,0.991706709,0.986441476,0.997000046
Warm Male,-0.002781685,0.002926977,0.99722218,0.99151762,1.00296,-0.09292437,0.03670326,0.990750604,0.983648879,0.997903602,0.000337595,0.001010529,1.004330566,0.979188672,1.030118,-0.000510043,0.000402277,0.99669021,0.991595231,1.001811,,0.99722218,0.99151762,1.002959561,0.990750604,0.983648879,0.997903602,1.004330566,0.979188672,1.030118009,0.99669021,0.991595231,1.001811368
Cold All,-0.001891641,0.003485039,0.998110147,0.991315612,1.004951,0.02167342,0.02531441,1.002169692,0.997209618,1.007154438,0.000441149,0.001002839,1.00566268,0.980676619,1.031285,-3.09E-04,0.000383817,0.997993924,0.993125817,1.002886,,0.998110147,0.991315612,1.004951253,1.002169692,0.997209618,1.007154438,1.00566268,0.980676619,1.031285345,0.997993516,0.99312541,1.002885484
Cold Female,0.000936115,0.004458907,1.000936553,0.992227024,1.009723,0.01588301,0.03243917,1.001589563,0.995241581,1.007978035,0.000563271,0.001246491,1.007235922,0.976225087,1.039232,-0.000243849,0.000491809,0.998416237,0.992180071,1.004692,,1.000936553,0.992227024,1.009722532,1.001589563,0.995241581,1.007978035,1.007235922,0.976225087,1.039231851,0.998416237,0.992180071,1.004691599
Cold Male,-0.0043343,0.003740758,0.99567508,0.9884016,1.003002,0.02649583,0.02714978,1.002653096,0.997331792,1.008002792,0.000474901,0.001268422,1.006097246,0.974585099,1.038628,-0.000366143,0.000411606,0.9976229,0.992405197,1.002868,,0.99567508,0.9884016,1.003002083,1.002653096,0.997331792,1.008002792,1.006097246,0.974585099,1.038628304,0.9976229,0.992405197,1.002868036
Age 0-10 All,-0.009568693,0.004156686,0.990476941,0.982440205,0.998579,-0.1022262,0.03980901,0.989829453,0.982136296,0.997582872,0.000492113,0.001074419,1.006318927,0.979555896,1.033813,-0.001995444,0.000522264,0.987113367,0.980567269,0.993703,,0.990476941,0.982440205,0.998579422,0.989829453,0.982136296,0.997582872,1.006318927,0.979555896,1.033813167,0.987113367,0.980567269,0.993703166
Age 0-10 Female,-0.012397935,0.005771512,0.987678603,0.976568777,0.998915,-0.15308799,0.05531139,0.984807785,0.974189115,0.995542199,0.000682804,0.001486047,1.008778196,0.971861421,1.047097,-0.002273395,0.000724888,0.985331578,0.976273857,0.994473,,0.987678603,0.976568777,0.998914818,0.984807785,0.974189115,0.995542199,1.008778196,0.971861421,1.047097278,0.985331578,0.976273857,0.994473334
Age 0-10 Male,-0.007514314,0.005077656,0.992513848,0.982685136,1.002441,-0.06579572,0.0485766,0.993442026,0.984028336,1.002945772,0.0006014,0.001320114,1.007727625,0.974899295,1.041661,-0.001792214,0.000638742,0.9884182,0.980407513,0.996494,,0.992513848,0.982685136,1.002440866,0.993442026,0.984028336,1.002945772,1.007727625,0.974899295,1.041661402,0.9884182,0.980407513,0.996494341
Age 11-60 All,-0.00224355,0.002239721,0.997758965,0.993388549,1.002149,-0.01442481,0.02091865,0.998558559,0.994472795,1.002661109,2.66E-04,0.000752875,1.003416794,0.984641997,1.02255,-0.000474649,0.000278571,0.996919536,0.993387745,1.000464,,0.997758965,0.993388549,1.002148608,0.998558559,0.994472795,1.002661109,1.003410603,0.984635922,1.022543272,0.996919536,0.993387745,1.000463884
Age 11-60 Female,-0.003176681,0.002993787,0.996828359,0.990996275,1.002695,-0.02233023,0.0277866,0.997769468,0.992350213,1.003218318,0.000354667,0.00097069,1.004550058,0.980382053,1.029314,-0.000712388,0.000372442,0.995380182,0.990668379,1.000114,,0.996828359,0.990996275,1.002694766,0.997769468,0.992350213,1.003218318,1.004550058,0.980382053,1.029313843,0.995380182,0.990668379,1.000114396
Age 11-60 Male,-0.001597146,0.002512828,0.998404129,0.993498935,1.003334,-0.008837269,0.023578931,0.999116663,0.994509928,1.003744738,3.00E-04,0.001018125,1.003845352,0.978529111,1.029817,-0.000308231,0.000312535,0.997998504,0.994032678,1.00198,,0.998404129,0.993498935,1.003333541,0.999116663,0.994509928,1.003744738,1.003847382,0.97853109,1.029818651,0.997998504,0.994032678,1.001980152
Age 60+All,-0.003604191,0.003477421,0.996402296,0.989634163,1.003217,-0.01611027,0.03218781,0.99839027,0.992111442,1.004708836,0.000410432,0.00134172,1.005267354,0.971992159,1.039682,-0.000227665,0.000431763,0.998521272,0.993043824,1.004029,,0.996402296,0.989634163,1.003216717,0.99839027,0.992111442,1.004708836,1.005267354,0.971992159,1.039681692,0.998521272,0.993043824,1.004028933
